Opportunity ID,Opportunity Name,Store Address,Store City,Store State,Store Zip,DD Deep Link
0063i00000D87nn,REEF Kitchens - San Antonio (SAT07),314 Nolan Street,San Antonio,TX,78202,https://doordash.com/store/1791310/?utm_campaign=1791310&utm_medium=website&utm_source=partner-link
0063i000009DJg1,Mezcal - Denver (CO),3230 East Colfax Ave,Denver,CO,80206,https://www.doordash.com/store/wow-bao-denver-1464837/en-US?utm_campaign=1464837&utm_medium=website&utm_source=partner-link
0063i000005bOK3,REEF Kitchens - Portland (POR06),"2715 SE 8th Ave, Box 1",Portland,OR,97202,https://doordash.com/store/1127261/?utm_campaign=1127261&utm_medium=website&utm_source=partner-link
0063i000009CVIa,Baked Cravings - St. Marks Place (NY),102 St Marks Pl,New York,NY,10019,https://www.doordash.com/store/1789977/?utm_source=partner-link&utm_medium=website&utm_campaign= \1789977
0063i000005bOLL,Shaw's - Schaumburg,1900 E Higgins Rd,Schaumburg,IL,60173,https://www.doordash.com/store/wow-bao-schaumburg-849184/en-US
0063i000005bdDl,REEF Kitchens - Portland (POR01),321 SW 2nd Ave,Portland,OR,97204,https://doordash.com/store/1127242/?utm_campaign=1127242&utm_medium=website&utm_source=partner-link
0063i0000074Nj5,Sizzling Platter - Provo (UT),1385 S University Avenue,Provo,UT,84601,https://www.doordash.com/store/1029861/?utm_source=partner-link&utm_medium=website&utm_campaign=1029861
0063i000005bdDg,REEF Kitchens - Austin (AUS07),2714 E Cesar Chavez St,Austin,TX,78702,https://doordash.com/store/1127241/?utm_campaign=1127241&utm_medium=website&utm_source=partner-link
0063i000007CxDU,REEF Kitchens - Atlanta (ATL02),567 Courtland Street NE,Atlanta,GA,30308,https://doordash.com/store/1220952/?utm_campaign=1220952&utm_medium=website&utm_source=partner-link
0063i000005cDj2,A la Couch - SF (Russian Hill),2127 Polk St,San Francisco,CA,94109,https://www.doordash.com/store/939108/?utm_source=partner-link&utm_medium=website&utm_campaign=939108
0063i000005dAzr,A la Couch - LA,"1570 S Western Ave, Suite 106",Los Angeles,CA,90006,https://www.doordash.com/store/960159/?utm_source=partner-link&utm_medium=website&utm_campaign=960159
0063i000007CyXu,REEF Kitchens - Austin (AUS14),7814 S. 1st Street,Austin,TX,78745,https://doordash.com/store/1203564/?utm_campaign=1203564&utm_medium=website&utm_source=partner-link
0063i000007CTat,Baked Cravings - East Harlem (NY),1673 Lexington Ave,New York,NY,10029,https://www.doordash.com/store/1173738/?utm_source=partner-link&utm_medium=website&utm_campaign=1173738
0063i000009BVh0,Caffe Connection - Spring Hill (FL),4196 Mariner Blvd,Spring Hill,FL,34609,https://www.doordash.com/store/1333892/?utm_source=partner-link&utm_medium=website&utm_campaign=1333892
0063i00000BDO9U,REEF Kitchens - Philadelphia (PHI12),2703 S 3rd Street,Philadelphia,PA,19148,https://doordash.com/store/1629014/?utm_campaign=1629014&utm_medium=website&utm_source=partner-link
0063i000007Bdwl,REEF Kitchens - Seattle (SEA12),825 NE Northgate Way,Seattle,WA,98125,https://doordash.com/store/1127239/?utm_campaign=1127239&utm_medium=website&utm_source=partner-link
0063i000009CuWI,"Sizzler - Manchester Ave - Airport (Los Angeles, CA)",5856 W  Manchester Ave,Los Angeles,CA,90045,https://www.doordash.com/store/1333162/?utm_source=partner-link&utm_medium=website&utm_campaign=1333162
0063i000009CuXw,Sizzler - Palmdale (CA),853 W Palmdale Blvd,Palmdale,CA,93551,https://www.doordash.com/en-CA/store/wow-bao-palmdale-1333337/
0063i000009CvUM,Catering Creations - Omaha (NE),1915 Jackson St.,Omaha,NE,68102,https://www.doordash.com/store/1484279/?utm_source=partner-link&utm_medium=website&utm_campaign=1484279
0063i000009CpkB,"Fazoli's - 82nd St, Indianapolis (IN)",6450 E 82nd St,Indianapolis,IN,46250,https://www.doordash.com/store/1362020/en-US/?utm_source=partner-link&utm_medium=website&utm_campaign=1362020
